Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1156501145,ArupS,0,174.85,P Jameson Taillon P German Márquez 3B Nolan Arenado SS Alex Bregman 2B Jose Altuve C Francisco Cervelli OF Whit Merrifield OF Stephen Piscotty 1B Ryan O'Hearn OF Marwin González,,Clayton Kershaw,P,25.74%,27.8
2,1156318275,Emac (7/7),0,160.5,P Clayton Kershaw P Wei-Yin Chen 3B Justin Turner 1B Max Muncy OF Cody Bellinger 2B Brian Dozier SS Ketel Marte OF Marwin González OF Chad Pinder C Austin Hedges,,Charlie Blackmon,OF,23.63%,9
3,1156235698,mathofbirds (3/7),0,160.15,P Clayton Kershaw P German Márquez OF Mitch Haniger OF Yasiel Puig 2B Gleyber Torres 3B Renato Núñez 1B Trey Mancini OF Rafael Ortega SS Marwin González C Mike Zunino,,Aníbal Sánchez,P,21.94%,11.15
4,1156318271,Emac (3/7),0,158.5,P Clayton Kershaw P Wei-Yin Chen 3B Justin Turner 1B Max Muncy OF Cody Bellinger 2B Brian Dozier SS Ketel Marte OF Marwin González OF Mark Canha C Jonathan Lucroy,,Khris Davis,OF,21.10%,0
5,1156525188,sirpurr80 (2/2),0,151.25,P Mike Fiers P Wei-Yin Chen 3B Nolan Arenado 1B Max Muncy OF Cody Bellinger OF Yasiel Puig SS Marcus Semien C Austin Romine 2B Jason Kipnis OF Ramón Laureano,,Marwin González,SS,20.68%,25
6,1156412539,Keogh777 (3/7),0,148,P Aníbal Sánchez P Sonny Gray 3B Justin Turner SS Manny Machado 1B Max Muncy OF Cody Bellinger OF Yasiel Puig 2B Gleyber Torres OF Stephen Piscotty C Jonathan Lucroy,,Jonathan Lucroy,C,19.83%,23
7,1156429913,penninop (6/7),0,146.35,P Robbie Ray P Heath Fillmyer 3B Nolan Arenado OF Carlos González OF David Dahl SS Manny Machado OF Brett Gardner 2B DJ LeMahieu 1B Trey Mancini C Tony Wolters,,Corey Kluber,P,19.83%,7.4
8,1156407918,Arlowe84,0,138.5,P Clayton Kershaw P Wei-Yin Chen OF Charlie Blackmon OF Carlos González 1B Edwin Encarnacion 3B Matt Chapman OF Matt Adams 2B Logan Forsythe SS Greg Garcia C Jonathan Lucroy,,Matt Adams,1B,19.41%,2
9,1156294341,notantswon,0,133.95,P Clayton Kershaw P Aníbal Sánchez OF Charlie Blackmon 3B Matt Chapman 1B Yonder Alonso OF Matt Adams 2B Ketel Marte SS Marwin González C Jonathan Lucroy OF Franmil Reyes,,Matt Chapman,3B,18.99%,11
10,1156318270,Emac (2/7),0,133.65,P Clayton Kershaw P Sonny Gray 3B Justin Turner 1B Max Muncy OF Cody Bellinger 2B Brian Dozier SS Ketel Marte OF Mark Canha C Jonathan Lucroy OF Rosell Herrera,,Robbie Ray,P,18.57%,17.85
11,1156318272,Emac (4/7),0,133.5,P Clayton Kershaw P Wei-Yin Chen 3B Justin Turner 1B Max Muncy OF Cody Bellinger 2B Brian Dozier OF Stephen Piscotty SS Ketel Marte OF Mark Canha C Jonathan Lucroy,,Cody Bellinger,OF,16.88%,3
12,1156544776,Nycsourdiesel,0,132,P Aníbal Sánchez P Sonny Gray OF Khris Davis SS Manny Machado 3B Alex Bregman 2B Jose Altuve C Yasmani Grandal OF Josh Reddick 1B Tyler White OF Marwin González,,Mark Canha,OF,16.03%,5
13,1156133273,BigShotRobTX (2/7),0,131.65,P Clayton Kershaw P Robbie Ray OF Giancarlo Stanton 3B Matt Chapman 1B Matt Adams OF Stephen Piscotty SS Marwin González 2B Chad Pinder OF Mark Canha C Jonathan Lucroy,,Marcus Semien,SS,16.03%,2
13,1156413006,Bthrane23,0,131.65,P Clayton Kershaw P Robbie Ray OF Charlie Blackmon 1B Edwin Encarnacion 3B Matt Chapman OF Matt Adams OF Marwin González 2B Logan Forsythe SS Greg Garcia C Jonathan Lucroy,,Wei-Yin Chen,P,15.19%,32.7
15,1156230203,andrealking2 (6/7),0,131.55,P Robbie Ray P Wei-Yin Chen OF Charlie Blackmon 3B Nolan Arenado OF Aaron Hicks OF Carlos González 2B DJ LeMahieu 1B Neil Walker C Tony Wolters SS Greg Garcia,,Yan Gomes,C,15.19%,3
16,1156552412,nyo420 (1/7),0,131.15,P Jhoulys Chacín P Robbie Ray 3B Matt Carpenter OF Giancarlo Stanton OF Cody Bellinger SS Marcus Semien 1B Yuli Gurriel OF Marwin González 2B Chad Pinder C Jonathan Lucroy,,Justin Turner,3B,13.50%,14
17,1156529681,framos928 (3/4),0,130.55,P Robbie Ray P Wei-Yin Chen OF Charlie Blackmon OF Carlos González 1B Max Muncy 2B DJ LeMahieu SS Marcus Semien 3B Matt Chapman C Yadier Molina OF Mark Canha,,Stephen Piscotty,OF,13.08%,0
18,1156400204,melmarco (2/6),0,130.5,P Justin Verlander P Clayton Kershaw 3B Kyle Seager OF Trey Mancini SS Andrelton Simmons OF Manuel Margot 2B Logan Forsythe 1B Hunter Dozier C Jonathan Lucroy OF Rosell Herrera,,Sonny Gray,P,13.08%,29.85
19,1156223706,kressmichael,0,128.85,P Mike Fiers P Jhoulys Chacín OF Charlie Blackmon 3B Nolan Arenado OF Carlos González 2B DJ LeMahieu 1B Josh Bell SS Miguel Rojas C Jonathan Lucroy OF Rosell Herrera,,Jhoulys Chacín,P,13.08%,14.3
20,1156318274,Emac (6/7),0,128.65,P Clayton Kershaw P Sonny Gray 3B Justin Turner 1B Max Muncy OF Cody Bellinger 2B Brian Dozier SS Ketel Marte OF Jake Cave C Jonathan Lucroy OF Rosell Herrera,,Jose Altuve,2B,12.66%,16
21,1156327331,joshgrabeel (1/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Logan Forsythe,2B,12.24%,5
21,1156327344,joshgrabeel (2/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Chad Pinder,2B,11.39%,13
21,1156327351,joshgrabeel (3/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Yadier Molina,C,11.39%,3
21,1156327360,joshgrabeel (4/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Max Muncy,1B,11.39%,21
21,1156329140,joshgrabeel (5/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Edwin Encarnacion,1B,10.97%,3
21,1156329149,joshgrabeel (6/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Greg Garcia,SS,10.97%,8
21,1156329160,joshgrabeel (7/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Mike Zunino,C,10.97%,4
28,1156459243,starrstrukk,0,125.9,P Mike Fiers P German Márquez SS Manny Machado 3B Max Muncy OF Cody Bellinger C Yasmani Grandal OF Chris Taylor OF Steven Souza Jr. 2B Chad Pinder 1B Chris Davis,,Andrew Cashner,P,10.55%,11.15
29,1156463659,djweav77,0,125.75,P Clayton Kershaw P John Gant 3B Justin Turner OF Cody Bellinger 2B Jose Altuve OF Mitch Haniger 1B Yonder Alonso SS Jorge Polanco C Salvador Perez OF Mark Canha,,Mike Fiers,P,10.55%,24.55
30,1156594571,jayvee141 (1/2),0,125.05,P Jaime Barria P Heath Fillmyer OF Charlie Blackmon OF Christian Yelich 3B Justin Turner SS Manny Machado 1B Max Muncy OF Lorenzo Cain 2B Jose Altuve C Francisco Cervelli,,Neil Walker,2B,9.70%,0
30,1156602203,jayvee141 (2/2),0,125.05,P Jaime Barria P Heath Fillmyer OF Charlie Blackmon OF Christian Yelich 3B Justin Turner SS Manny Machado 1B Max Muncy OF Lorenzo Cain 2B Jose Altuve C Francisco Cervelli,,Giancarlo Stanton,OF,9.70%,7
32,1156543520,kgraine,0,124.95,P Clayton Kershaw P Aníbal Sánchez OF Charlie Blackmon 1B Edwin Encarnacion 3B Matt Chapman OF Matt Adams SS Marwin González OF Craig Gentry 2B Greg Garcia C Jonathan Lucroy,,Nolan Arenado,3B,9.70%,16
33,1156529661,framos928 (2/4),0,124.5,P Clayton Kershaw P Wei-Yin Chen OF Charlie Blackmon 2B Jed Lowrie 3B Matt Chapman 1B Yonder Alonso OF Matt Adams OF Chad Pinder C Tony Wolters SS Greg Garcia,,Ketel Marte,2B,9.28%,4
34,1156550675,abragmania (1/5),0,124.35,P Jameson Taillon P Sonny Gray 3B Matt Carpenter OF Charlie Blackmon OF Nelson Cruz 1B José Martínez C Yadier Molina OF Matt Adams SS Marwin González 2B Greg Garcia,,German Márquez,P,9.28%,31.35
34,1156550676,abragmania (2/5),0,124.35,P Jameson Taillon P Sonny Gray 3B Matt Carpenter OF Charlie Blackmon OF Nelson Cruz 1B José Martínez C Yadier Molina OF Matt Adams SS Marwin González 2B Greg Garcia,,José Ramírez,3B,8.86%,2
34,1156550677,abragmania (3/5),0,124.35,P Jameson Taillon P Sonny Gray 3B Matt Carpenter OF Charlie Blackmon OF Nelson Cruz 1B José Martínez C Yadier Molina OF Matt Adams SS Marwin González 2B Greg Garcia,,Francisco Lindor,SS,8.86%,0
34,1156550678,abragmania (4/5),0,124.35,P Jameson Taillon P Sonny Gray 3B Matt Carpenter OF Charlie Blackmon OF Nelson Cruz 1B José Martínez C Yadier Molina OF Matt Adams SS Marwin González 2B Greg Garcia,,Jake Cave,OF,8.86%,0
34,1156550679,abragmania (5/5),0,124.35,P Jameson Taillon P Sonny Gray 3B Matt Carpenter OF Charlie Blackmon OF Nelson Cruz 1B José Martínez C Yadier Molina OF Matt Adams SS Marwin González 2B Greg Garcia,,Nelson Cruz,OF,8.86%,6
39,1156414317,chester7200,0,123.95,P Clayton Kershaw P Andrew Cashner OF Michael Brantley 3B Justin Turner OF Lorenzo Cain 2B Jose Altuve 1B Yuli Gurriel OF Chris Taylor SS Marwin González C John Ryan Murphy,,Matt Carpenter,3B,8.44%,10
40,1156324245,Magoo19,0,123.25,P Mike Fiers P Wei-Yin Chen OF Ronald Acuña Jr. SS Manny Machado 1B Cody Bellinger 3B Matt Chapman OF Chris Taylor OF Stephen Piscotty C Yan Gomes 2B Chad Pinder,,A.J. Pollock,OF,8.02%,10
41,1156560354,nyo420 (7/7),0,123.15,P Jhoulys Chacín P Robbie Ray OF Charlie Blackmon OF Giancarlo Stanton 3B Justin Turner SS Marcus Semien OF Shohei Ohtani 1B Tyler White 2B Chad Pinder C Jonathan Lucroy,,Mike Moustakas,3B,8.02%,5
42,1156511892,esstwokay (2/7),0,122.2,P German Márquez P Sonny Gray SS Trevor Story OF David Peralta OF A.J. Pollock 3B Eduardo Escobar 2B DJ LeMahieu OF Steven Souza Jr. C Tony Wolters 1B Hunter Dozier,,Alex Bregman,3B,7.59%,18
